load,price,Daynum,hour_of_day,Week,Month,Day_in_month
259.5055768,0.93869,1,0,1,1,1
255.8300807,0.94346,1,1,1,1,1
260.3848852,0.94267,1,2,1,1,1
255.8286348,0.93471,1,3,1,1,1
272.6077859,0.92297,1,4,1,1,1
292.4989334,0.92476,1,5,1,1,1
345.9552676,0.93262,1,6,1,1,1
365.8378466,0.94187,1,7,1,1,1
370.3986291,0.92735,1,8,1,1,1
329.1873778,0.93093,1,9,1,1,1
250.6961804,0.94297,1,10,1,1,1
229.0142105,0.94486,1,11,1,1,1
233.532246,0.94297,1,12,1,1,1
228.9682411,0.94227,1,13,1,1,1
233.5281809,0.93431,1,14,1,1,1
246.1136123,0.9355,1,15,1,1,1
333.7987455,0.94078,1,16,1,1,1
365.9077395,0.94545,1,17,1,1,1
370.5346108,0.93988,1,18,1,1,1
341.4929987,0.94008,1,19,1,1,1
346.0858929,0.94406,1,20,1,1,1
317.0679766,0.94197,1,21,1,1,1
297.2735462,0.94515,1,22,1,1,1
268.2189468,0.94217,1,23,1,1,1
310.4529897,0.94147,2,0,1,1,2
305.8298473,0.93135,2,1,1,1,2
310.4732262,0.93135,2,2,1,1,2
305.8641896,0.92241,2,3,1,1,2
322.7260995,0.92529,2,4,1,1,2
367.4464312,0.92976,2,5,1,1,2
431.4134948,0.94425,2,6,1,1,2
563.5090947,0.9509,2,7,1,1,2
1108.516718,0.95716,2,8,1,1,2
1070.182791,0.95716,2,9,1,1,2
986.2576235,0.95666,2,10,1,1,2
967.8483933,0.95249,2,11,1,1,2
917.1424594,0.94921,2,12,1,1,2
967.0179502,0.9509,2,13,1,1,2
966.4371366,0.95904,2,14,1,1,2
983.1322629,0.97343,2,15,1,1,2
1066.814955,0.99617,2,16,1,1,2
953.8213383,1.0052,2,17,1,1,2
754.9295324,1.00331,2,18,1,1,2
732.974173,0.99845,2,19,1,1,2
586.2303023,0.98813,2,20,1,1,2
561.3755308,0.97671,2,21,1,1,2
349.9013967,0.97056,2,22,1,1,2
311.7225536,0.95735,2,23,1,1,2
307.9877867,0.94917,3,0,1,1,3
304.6628089,0.93787,3,1,1,1,3
309.5043373,0.93213,3,2,1,1,3
305.7971733,0.93302,3,3,1,1,3
321.8659995,0.93688,3,4,1,1,3
367.4840747,0.94501,3,5,1,1,3
428.7188514,0.96046,3,6,1,1,3
557.4311214,0.98761,3,7,1,1,3
1105.667301,1.03665,3,8,1,1,3
1070.104424,1.03942,3,9,1,1,3
984.867816,1.03001,3,10,1,1,3
966.3755948,1.06251,3,11,1,1,3
916.4406744,1.06776,3,12,1,1,3
965.4022587,1.07886,3,13,1,1,3
965.0134741,1.0843,3,14,1,1,3
981.8704129,1.10868,3,15,1,1,3
1064.929104,1.13127,3,16,1,1,3
953.9508028,1.14256,3,17,1,1,3
754.7004464,1.10412,3,18,1,1,3
728.8221998,1.0629,3,19,1,1,3
579.1211522,1.00871,3,20,1,1,3
555.5561603,0.99286,3,21,1,1,3
349.5413695,0.96958,3,22,1,1,3
301.8079447,0.94867,3,23,1,1,3
306.9036783,0.95029,4,0,1,1,4
304.7204044,0.93727,4,1,1,1,4
308.5750681,0.92772,4,2,1,1,4
305.450777,0.92703,4,3,1,1,4
321.5918799,0.92494,4,4,1,1,4
367.352391,0.93637,4,5,1,1,4
428.0690013,0.95913,4,6,1,1,4
556.1305035,0.97355,4,7,1,1,4
1103.370259,0.99462,4,8,1,1,4
1066.484688,0.99203,4,9,1,1,4
984.1607552,0.98925,4,10,1,1,4
967.9322565,0.9804,4,11,1,1,4
918.3055723,0.96778,4,12,1,1,4
966.9933183,0.96639,4,13,1,1,4
966.2011761,0.9645,4,14,1,1,4
984.4491683,0.96728,4,15,1,1,4
1068.465513,0.97623,4,16,1,1,4
955.9681498,0.98368,4,17,1,1,4
757.4205001,0.97842,4,18,1,1,4
734.2862587,0.96828,4,19,1,1,4
586.7034178,0.96082,4,20,1,1,4
561.4255396,0.95496,4,21,1,1,4
349.9037437,0.9484,4,22,1,1,4
301.4512975,0.94074,4,23,1,1,4
300.6468786,0.93131,5,0,1,1,5
307.6244313,0.92243,5,1,1,1,5
304.353713,0.91917,5,2,1,1,5
307.6677444,0.9173,5,3,1,1,5
316.6231243,0.91739,5,4,1,1,5
369.3021452,0.92055,5,5,1,1,5
427.7663517,0.92312,5,6,1,1,5
554.2739586,0.92933,5,7,1,1,5
1102.115987,0.9468,5,8,1,1,5
1065.433654,0.9541,5,9,1,1,5
982.268473,0.95608,5,10,1,1,5
965.0790974,0.95697,5,11,1,1,5
915.0316289,0.96032,5,12,1,1,5
964.6234619,0.96407,5,13,1,1,5
964.5327211,0.96585,5,14,1,1,5
981.5815648,0.97867,5,15,1,1,5
1064.315353,0.99881,5,16,1,1,5
951.7373891,1.00483,5,17,1,1,5
753.0430921,0.99881,5,18,1,1,5
727.7683832,0.9844,5,19,1,1,5
577.9212517,0.97404,5,20,1,1,5
554.0068121,0.96565,5,21,1,1,5
349.3570957,0.95805,5,22,1,1,5
301.0689649,0.94897,5,23,1,1,5
289.5714117,0.94716,6,0,1,1,6
289.2141912,0.93479,6,1,1,1,6
289.5918308,0.93263,6,2,1,1,6
289.2300649,0.93116,6,3,1,1,6
301.8335877,0.92292,6,4,1,1,6
367.3419434,0.93175,6,5,1,1,6
427.3216882,0.93823,6,6,1,1,6
552.2406517,0.94088,6,7,1,1,6
1099.942678,0.94863,6,8,1,1,6
1063.083871,0.96081,6,9,1,1,6
979.9039081,0.96738,6,10,1,1,6
962.7577392,0.97151,6,11,1,1,6
912.9258125,0.97239,6,12,1,1,6
962.6850439,0.96827,6,13,1,1,6
962.6415873,0.95924,6,14,1,1,6
979.9501358,0.95973,6,15,1,1,6
1063.094449,0.97651,6,16,1,1,6
950.2893586,0.99585,6,17,1,1,6
751.0776635,0.98603,6,18,1,1,6
726.6620394,0.97278,6,19,1,1,6
577.2321479,0.96346,6,20,1,1,6
552.8279996,0.95973,6,21,1,1,6
349.3570956,0.95128,6,22,1,1,6
300.3518942,0.94657,6,23,1,1,6
239.7244261,0.93077,7,0,2,1,7
239.3764695,0.92606,7,1,2,1,7
239.7411172,0.92625,7,2,2,1,7
246.7493709,0.92105,7,3,2,1,7
266.680711,0.92557,7,4,2,1,7
294.4840135,0.94412,7,5,2,1,7
427.4141719,0.97121,7,6,2,1,7
453.7651331,1.01097,7,7,2,1,7
702.6067432,1.02226,7,8,2,1,7
666.1255693,1.01205,7,9,2,1,7
583.6038256,1.00596,7,10,2,1,7
566.2078453,0.99889,7,11,2,1,7
565.6396929,0.99477,7,12,2,1,7
565.6520833,0.98515,7,13,2,1,7
316.7410021,0.98093,7,14,2,1,7
325.47033,0.97622,7,15,2,1,7
417.4111622,0.97632,7,16,2,1,7
379.5281215,0.97376,7,17,2,1,7
348.4690508,0.95727,7,18,2,1,7
324.9251952,0.95305,7,19,2,1,7
325.3110472,0.9502,7,20,2,1,7
314.4621902,0.94461,7,21,2,1,7
294.8370261,0.93558,7,22,2,1,7
266.3944484,0.92419,7,23,2,1,7
258.2756752,0.91882,8,0,2,1,8
254.926505,0.91587,8,1,2,1,8
259.6521384,0.9083,8,2,2,1,8
256.0374447,0.90811,8,3,2,1,8
272.0201683,0.91223,8,4,2,1,8
292.7946732,0.92363,8,5,2,1,8
345.4188996,0.94544,8,6,2,1,8
366.1611702,0.95752,8,7,2,1,8
369.8913348,0.96135,8,8,2,1,8
329.5622948,0.95919,8,9,2,1,8
250.2386224,0.95919,8,10,2,1,8
229.452823,0.95654,8,11,2,1,8
233.15683,0.95329,8,12,2,1,8
229.4699649,0.95084,8,13,2,1,8
233.1893439,0.95153,8,14,2,1,8
238.0432437,0.95143,8,15,2,1,8
333.4124047,0.95595,8,16,2,1,8
366.3888795,0.95496,8,17,2,1,8
370.1258381,0.95074,8,18,2,1,8
341.9622003,0.94445,8,19,2,1,8
345.6811718,0.9418,8,20,2,1,8
317.5180442,0.93964,8,21,2,1,8
296.8199487,0.93512,8,22,2,1,8
268.659145,0.92766,8,23,2,1,8
310.0102037,0.91205,9,0,2,1,9
306.2923486,0.91029,9,1,2,1,9
310.0315352,0.90834,9,2,2,1,9
306.2933441,0.90775,9,3,2,1,9
322.2513761,0.90667,9,4,2,1,9
367.8768606,0.9229,9,5,2,1,9
430.5287014,0.93687,9,6,2,1,9
562.517035,0.94938,9,7,2,1,9
1110.647024,0.95173,9,8,2,1,9
1073.703082,0.95134,9,9,2,1,9
981.3815315,0.95212,9,10,2,1,9
973.1589809,0.95153,9,11,2,1,9
922.5204974,0.94958,9,12,2,1,9
971.2403951,0.94889,9,13,2,1,9
969.6891132,0.95075,9,14,2,1,9
976.8972221,0.95603,9,15,2,1,9
1068.154569,0.97821,9,16,2,1,9
956.8918046,0.98701,9,17,2,1,9
758.3547087,0.9831,9,18,2,1,9
733.9916767,0.9831,9,19,2,1,9
584.4212275,0.97127,9,20,2,1,9
560.5470607,0.95857,9,21,2,1,9
350.260343,0.95153,9,22,2,1,9
313.9548825,0.94176,9,23,2,1,9
308.8752876,0.94719,10,0,2,1,10
305.4724184,0.94201,10,1,2,1,10
309.9015801,0.93781,10,2,2,1,10
305.6182729,0.94201,10,3,2,1,10
322.2741192,0.94162,10,4,2,1,10
367.3789538,0.96078,10,5,2,1,10
428.6836216,1.00682,10,6,2,1,10
563.0501268,1.1461,10,7,2,1,10
1109.894057,1.22791,10,8,2,1,10
1071.342027,1.22732,10,9,2,1,10
978.7114659,1.22126,10,10,2,1,10
969.3028828,1.21041,10,11,2,1,10
919.5041034,1.13437,10,12,2,1,10
969.0327036,1.07524,10,13,2,1,10
968.6469111,1.03937,10,14,2,1,10
977.4626399,1.03028,10,15,2,1,10
1071.587829,1.03575,10,16,2,1,10
960.3934964,1.03223,10,17,2,1,10
761.1738527,1.00457,10,18,2,1,10
736.7477091,0.98404,10,19,2,1,10
586.8690744,0.96938,10,20,2,1,10
560.8887765,0.96186,10,21,2,1,10
350.2625556,0.9469,10,22,2,1,10
308.0890034,0.93674,10,23,2,1,10
304.3637015,0.92048,11,0,2,1,11
308.0255276,0.90818,11,1,2,1,11
306.1129632,0.91159,11,2,2,1,11
309.2450561,0.91696,11,3,2,1,11
318.5289068,0.9073,11,4,2,1,11
371.011623,0.91901,11,5,2,1,11
428.375386,0.94215,11,6,2,1,11
563.0427473,0.97114,11,7,2,1,11
1110.445458,0.98305,11,8,2,1,11
1073.544502,0.97758,11,9,2,1,11
981.7031237,0.97699,11,10,2,1,11
972.0843707,0.97397,11,11,2,1,11
921.2653946,0.96001,11,12,2,1,11
970.1210433,0.94937,11,13,2,1,11
969.650082,0.93502,11,14,2,1,11
978.0922086,0.93248,11,15,2,1,11
1069.234803,0.93707,11,16,2,1,11
956.8900295,0.9563,11,17,2,1,11
758.8790079,0.94585,11,18,2,1,11
735.3993346,0.93805,11,19,2,1,11
586.3795814,0.93697,11,20,2,1,11
559.9746943,0.93112,11,21,2,1,11
350.0820157,0.92194,11,22,2,1,11
301.455788,0.91618,11,23,2,1,11
304.343084,0.92498,12,0,2,1,12
307.6804209,0.92176,12,1,2,1,12
304.4587599,0.92244,12,2,2,1,12
308.8040172,0.91834,12,3,2,1,12
318.5119279,0.91961,12,4,2,1,12
370.8266364,0.91737,12,5,2,1,12
428.0643418,0.91864,12,6,2,1,12
561.0700939,0.92663,12,7,2,1,12
1108.845839,0.92878,12,8,2,1,12
1071.94745,0.94019,12,9,2,1,12
981.2008423,0.94399,12,10,2,1,12
973.0510397,0.94419,12,11,2,1,12
922.2081108,0.94419,12,12,2,1,12
970.4909951,0.94058,12,13,2,1,12
969.5415784,0.94194,12,14,2,1,12
969.2119775,0.94906,12,15,2,1,12
1069.361567,0.95764,12,16,2,1,12
956.9259149,0.96993,12,17,2,1,12
759.6105141,0.96379,12,18,2,1,12
735.3797626,0.95306,12,19,2,1,12
585.7409551,0.94126,12,20,2,1,12
561.204282,0.94224,12,21,2,1,12
350.2616361,0.93287,12,22,2,1,12
301.4711529,0.93248,12,23,2,1,12
304.3296171,0.94677,13,0,2,1,13
307.7194107,0.93941,13,1,2,1,13
305.0118554,0.9343,13,2,2,1,13
309.1411769,0.93146,13,3,2,1,13
318.5104973,0.93038,13,4,2,1,13
370.8646344,0.92969,13,5,2,1,13
428.0331861,0.92557,13,6,2,1,13
559.9344623,0.93057,13,7,2,1,13
1106.995023,0.93322,13,8,2,1,13
1070.100798,0.93342,13,9,2,1,13
979.2084472,0.93901,13,10,2,1,13
969.7341535,0.94274,13,11,2,1,13
918.9685568,0.94294,13,12,2,1,13
968.3301696,0.93793,13,13,2,1,13
967.6455345,0.93558,13,14,2,1,13
967.374572,0.93646,13,15,2,1,13
1067.523551,0.94588,13,16,2,1,13
955.3302309,0.94706,13,17,2,1,13
757.318764,0.94323,13,18,2,1,13
732.7470954,0.9449,13,19,2,1,13
583.6156259,0.94294,13,20,2,1,13
559.4375077,0.93627,13,21,2,1,13
349.9033238,0.93381,13,22,2,1,13
301.4496788,0.93538,13,23,2,1,13
250.8098018,0.92518,14,0,3,1,14
254.1455213,0.92292,14,1,3,1,14
258.2557292,0.92478,14,2,3,1,14
254.2268926,0.9236,14,3,3,1,14
271.6120296,0.91723,14,4,3,1,14
292.7188152,0.92665,14,5,3,1,14
427.9100105,0.93244,14,6,3,1,14
459.3218578,0.95619,14,7,3,1,14
710.0164846,0.96051,14,8,3,1,14
673.216066,0.95089,14,9,3,1,14
579.831549,0.9501,14,10,3,1,14
569.8741315,0.94686,14,11,3,1,14
568.4189973,0.94314,14,12,3,1,14
568.3992352,0.94343,14,13,3,1,14
318.9408364,0.9449,14,14,3,1,14
317.9192799,0.94598,14,15,3,1,14
417.7721807,0.95334,14,16,3,1,14
379.5135847,0.95648,14,17,3,1,14
348.6494882,0.95334,14,18,3,1,14
324.9321348,0.94932,14,19,3,1,14
331.1945698,0.94883,14,20,3,1,14
315.2050122,0.9504,14,21,3,1,14
294.8578711,0.94451,14,22,3,1,14
266.3646096,0.9344,14,23,3,1,14
258.2366562,0.92591,15,0,3,1,15
254.1669337,0.91993,15,1,3,1,15
258.2705526,0.91856,15,2,3,1,15
254.1938342,0.91954,15,3,3,1,15
271.2266639,0.92042,15,4,3,1,15
292.0667633,0.92826,15,5,3,1,15
345.4899346,0.95226,15,6,3,1,15
365.6249838,0.97989,15,7,3,1,15
370.087884,1.01212,15,8,3,1,15
328.9551546,1.02544,15,9,3,1,15
233.2727094,1.00742,15,10,3,1,15
228.8105778,0.99233,15,11,3,1,15
233.2722662,0.98175,15,12,3,1,15
228.8069583,0.97577,15,13,3,1,15
233.1870576,0.96911,15,14,3,1,15
228.7243499,0.96911,15,15,3,1,15
333.4080814,0.98165,15,16,3,1,15
365.6194234,0.98743,15,17,3,1,15
370.0734978,0.98518,15,18,3,1,15
341.1757018,0.97587,15,19,3,1,15
345.6321282,0.96784,15,20,3,1,15
316.7227645,0.95951,15,21,3,1,15
296.7284685,0.94726,15,22,3,1,15
267.8308959,0.93022,15,23,3,1,15
260.0672122,0.93657,16,0,3,1,16
255.6142525,0.93198,16,1,3,1,16
260.0746633,0.93101,16,2,3,1,16
255.6137635,0.93247,16,3,3,1,16
272.2860897,0.93306,16,4,3,1,16
292.2766388,0.952,16,5,3,1,16
345.6276421,0.96918,16,6,3,1,16
365.6167726,1.00677,16,7,3,1,16
370.0719746,1.03352,16,8,3,1,16
328.9493271,1.00384,16,9,3,1,16
233.2460347,0.99593,16,10,3,1,16
228.7816041,0.98968,16,11,3,1,16
233.2293977,0.98217,16,12,3,1,16
228.7712219,0.9725,16,13,3,1,16
233.196502,0.97631,16,14,3,1,16
228.7557025,0.97797,16,15,3,1,16
324.8106499,0.98881,16,16,3,1,16
365.5796803,0.9808,16,17,3,1,16
370.0169276,0.96772,16,18,3,1,16
341.1264321,0.96274,16,19,3,1,16
345.5663285,0.95483,16,20,3,1,16
316.6851715,0.94546,16,21,3,1,16
296.6824336,0.93833,16,22,3,1,16
267.8080154,0.93648,16,23,3,1,16
309.8604364,0.93864,17,0,3,1,17
305.4150062,0.92531,17,1,3,1,17
309.8826275,0.92521,17,2,3,1,17
305.4537144,0.92385,17,3,3,1,17
322.1338784,0.9257,17,4,3,1,17
367.044258,0.94322,17,5,3,1,17
429.9081451,0.96698,17,6,3,1,17
553.4425913,0.97866,17,7,3,1,17
1100.81314,0.98333,17,8,3,1,17
1063.94376,0.98645,17,9,3,1,17
963.5245303,0.98703,17,10,3,1,17
963.2326977,0.98528,17,11,3,1,17
913.3392191,0.98343,17,12,3,1,17
962.9155993,0.98382,17,13,3,1,17
962.6356133,0.98898,17,14,3,1,17
962.4237057,0.99774,17,15,3,1,17
1053.899707,1.01264,17,16,3,1,17
949.5554143,1.0252,17,17,3,1,17
750.2256958,0.98956,17,18,3,1,17
725.6840736,0.97778,17,19,3,1,17
576.1849702,0.96999,17,20,3,1,17
551.7442704,0.96707,17,21,3,1,17
349.3570958,0.95189,17,22,3,1,17
299.9923363,0.94059,17,23,3,1,17
287.7701388,0.95282,18,0,3,1,18
287.7701385,0.94608,18,1,3,1,18
288.8434378,0.94267,18,2,3,1,18
289.2022582,0.94296,18,3,3,1,18
301.7830882,0.94784,18,4,3,1,18
350.7931096,0.97107,18,5,3,1,18
426.9623718,0.99947,18,6,3,1,18
551.0136087,1.14401,18,7,3,1,18
1098.767963,1.18569,18,8,3,1,18
1062.006625,1.17642,18,9,3,1,18
961.7713578,1.14167,18,10,3,1,18
961.67093,1.12713,18,11,3,1,18
911.762562,1.11024,18,12,3,1,18
961.4552979,1.07013,18,13,3,1,18
961.4494697,1.0428,18,14,3,1,18
961.5156774,1.03304,18,15,3,1,18
1053.143445,1.10536,18,16,3,1,18
948.8496791,1.16832,18,17,3,1,18
749.5864048,1.1728,18,18,3,1,18
724.9915999,1.04378,18,19,3,1,18
575.4123052,1.01918,18,20,3,1,18
550.9289195,1.00328,18,21,3,1,18
349.3570954,0.99361,18,22,3,1,18
299.9923367,0.97234,18,23,3,1,18
287.7701385,0.97669,19,0,3,1,19
287.7701388,0.97105,19,1,3,1,19
287.7701385,0.97329,19,2,3,1,19
287.7701387,0.96404,19,3,3,1,19
299.9923364,0.962,19,4,3,1,19
349.3586971,0.95947,19,5,3,1,19
426.2277061,0.95684,19,6,3,1,19
550.1518519,0.96686,19,7,3,1,19
1098.105691,0.98535,19,8,3,1,19
1061.427956,1.00453,19,9,3,1,19
961.2459852,1.0271,19,10,3,1,19
961.21853,1.00861,19,11,3,1,19
911.370774,0.99129,19,12,3,1,19
961.1753478,0.98273,19,13,3,1,19
961.1497997,0.97747,19,14,3,1,19
961.1526807,0.99275,19,15,3,1,19
1052.796878,1.03246,19,16,3,1,19
948.5138204,1.07596,19,17,3,1,19
749.180295,1.04705,19,18,3,1,19
724.849521,1.00861,19,19,3,1,19
575.4707789,0.98496,19,20,3,1,19
551.0140073,0.97514,19,21,3,1,19
349.3570958,0.96735,19,22,3,1,19
299.9923364,0.96248,19,23,3,1,19
287.7701387,0.96525,20,0,3,1,20
287.7701386,0.96321,20,1,3,1,20
287.7701387,0.96038,20,2,3,1,20
287.7701387,0.95035,20,3,3,1,20
299.9923365,0.94996,20,4,3,1,20
349.358697,0.95152,20,5,3,1,20
426.0976511,0.95035,20,6,3,1,20
550.3222166,0.95853,20,7,3,1,20
1098.460595,0.96155,20,8,3,1,20
1053.258603,0.97656,20,9,3,1,20
961.6085497,0.98435,20,10,3,1,20
961.5556892,0.9865,20,11,3,1,20
911.7472448,0.98133,20,12,3,1,20
961.546256,0.97685,20,13,3,1,20
961.4538123,0.98007,20,14,3,1,20
961.4345604,0.99322,20,15,3,1,20
1044.551611,1.01885,20,16,3,1,20
948.8221332,1.08764,20,17,3,1,20
749.5171411,1.11385,20,18,3,1,20
725.0547613,1.07341,20,19,3,1,20
575.5645344,1.03639,20,20,3,1,20
551.1002815,1.01251,20,21,3,1,20
349.3570956,1.00901,20,22,3,1,20
299.9923365,0.98572,20,23,3,1,20
237.9294116,0.98884,21,0,4,1,21
237.9294115,0.97091,21,1,4,1,21
237.9294116,0.96116,21,2,4,1,21
237.9294115,0.95853,21,3,4,1,21
250.1516094,0.96711,21,4,4,1,21
275.6706274,0.98991,21,5,4,1,21
426.1947835,1.05695,21,6,4,1,21
450.793743,1.21071,21,7,4,1,21
699.8547369,1.291,21,8,4,1,21
654.6812016,1.27151,21,9,4,1,21
563.047247,1.21597,21,10,4,1,21
563.0020883,1.1843,21,11,4,1,21
562.9691871,1.11989,21,12,4,1,21
562.9680059,1.12847,21,13,4,1,21
313.9185802,1.13295,21,14,4,1,21
313.9220444,1.17495,21,15,4,1,21
396.800921,1.24354,21,16,4,1,21
375.7168711,1.31438,21,17,4,1,21
347.9302593,1.31458,21,18,4,1,21
323.4858637,1.21363,21,19,4,1,21
323.4858639,1.12389,21,20,4,1,21
299.0425358,1.05373,21,21,4,1,21
274.5960051,1.01807,21,22,4,1,21
251.2247482,0.98874,21,23,4,1,21
239.718865,0.98556,22,0,4,1,22
239.3618323,0.97981,22,1,4,1,22
239.7226204,0.97465,22,2,4,1,22
239.3646753,0.96452,22,3,4,1,22
251.9489171,0.97387,22,4,4,1,22
276.0361643,0.99072,22,5,4,1,22
325.2883446,1.0321,22,6,4,1,22
349.3744041,1.1696,22,7,4,1,22
349.7478988,1.23474,22,8,4,1,22
304.1699995,1.19939,22,9,4,1,22
212.9351102,1.17593,22,10,4,1,22
212.5686624,1.13571,22,11,4,1,22
212.940179,1.05791,22,12,4,1,22
212.5726206,1.02655,22,13,4,1,22
212.9466644,1.03473,22,14,4,1,22
212.5776514,1.08731,22,15,4,1,22
296.0184207,1.13717,22,16,4,1,22
349.4015316,1.22082,22,17,4,1,22
349.7837142,1.14798,22,18,4,1,22
335.2307588,1.03872,22,19,4,1,22
340.7566837,1.00795,22,20,4,1,22
315.2024233,0.99276,22,21,4,1,22
294.8216698,0.9913,22,22,4,1,22
266.3265981,0.97251,22,23,4,1,22
308.0026031,0.97305,23,0,4,1,23
303.9453847,0.96739,23,1,4,1,23
308.0122223,0.9627,23,2,4,1,23
303.9555223,0.95342,23,3,4,1,23
320.2488091,0.96202,23,4,4,1,23
365.55259,0.98936,23,5,4,1,23
427.9508591,1.03155,23,6,4,1,23
552.162782,1.2297,23,7,4,1,23
1099.916167,1.31662,23,8,4,1,23
1054.604443,1.27482,23,9,4,1,23
962.7523785,1.28703,23,10,4,1,23
962.5750263,1.25675,23,11,4,1,23
912.7052437,1.2006,23,12,4,1,23
962.4653035,1.1005,23,13,4,1,23
962.4455309,1.12589,23,14,4,1,23
962.3113713,1.18185,23,15,4,1,23
1036.74678,1.25666,23,16,4,1,23
949.5464946,1.30441,23,17,4,1,23
750.3224133,1.2839,23,18,4,1,23
726.0697832,1.06143,23,19,4,1,23
576.9925495,1.02051,23,20,4,1,23
552.844233,1.01553,23,21,4,1,23
349.3570955,1.0085,23,22,4,1,23
299.9923365,0.99024,23,23,4,1,23
289.2048913,1.00028,24,0,4,1,24
289.5662242,0.99853,24,1,4,1,24
289.218311,0.99628,24,2,4,1,24
289.5817731,0.99394,24,3,4,1,24
301.4622004,0.99853,24,4,4,1,24
359.9923739,1.03476,24,5,4,1,24
427.2363309,1.0544,24,6,4,1,24
552.6431629,1.3902,24,7,4,1,24
1100.362948,1.52255,24,8,4,1,24
1055.039852,1.50517,24,9,4,1,24
963.3599262,1.4113,24,10,4,1,24
963.2115795,1.43386,24,11,4,1,24
913.2214086,1.38317,24,12,4,1,24
962.9160546,1.32935,24,13,4,1,24
962.7916478,1.30317,24,14,4,1,24
962.5715833,1.30864,24,15,4,1,24
1036.986808,1.35182,24,16,4,1,24
949.7894897,1.46346,24,17,4,1,24
750.5032601,1.43308,24,18,4,1,24
726.0721356,1.17024,24,19,4,1,24
576.619981,1.04297,24,20,4,1,24
552.1453188,1.03711,24,21,4,1,24
349.3570958,1.02441,24,22,4,1,24
299.9923363,1.0121,24,23,4,1,24
287.7701389,1.01097,25,0,4,1,25
289.5622825,1.0027,25,1,4,1,25
289.2053415,0.99764,25,2,4,1,25
289.5690363,0.99268,25,3,4,1,25
301.4324774,0.99113,25,4,4,1,25
351.165722,1.01379,25,5,4,1,25
426.816135,1.0524,25,6,4,1,25
551.2114335,1.24885,25,7,4,1,25
1098.995826,1.36672,25,8,4,1,25
1045.111792,1.33512,25,9,4,1,25
961.9585052,1.25371,25,10,4,1,25
961.8753312,1.18778,25,11,4,1,25
911.9800027,1.12514,25,12,4,1,25
961.7271976,1.08682,25,13,4,1,25
961.6515687,1.0628,25,14,4,1,25
961.6396863,1.05862,25,15,4,1,25
1036.273043,1.06621,25,16,4,1,25
949.1863554,1.1019,25,17,4,1,25
750.0257017,1.05142,25,18,4,1,25
725.5736468,1.01058,25,19,4,1,25
576.0459712,0.99258,25,20,4,1,25
551.6224477,0.98218,25,21,4,1,25
349.3570954,0.97469,25,22,4,1,25
299.9923366,0.96263,25,23,4,1,25
287.7701385,0.95754,26,0,4,1,26
287.7701388,0.95375,26,1,4,1,26
288.8436746,0.94851,26,2,4,1,26
289.2024958,0.94724,26,3,4,1,26
301.784206,0.95375,26,4,4,1,26
350.7949886,0.95851,26,5,4,1,26
426.4434997,0.96268,26,6,4,1,26
550.9120625,0.97152,26,7,4,1,26
1098.821346,0.97773,26,8,4,1,26
1044.962659,0.99997,26,9,4,1,26
961.7747983,1.02269,26,10,4,1,26
961.693033,1.02813,26,11,4,1,26
911.7931988,1.00424,26,12,4,1,26
961.5396785,0.9988,26,13,4,1,26
961.4873166,0.98375,26,14,4,1,26
961.4546776,0.9788,26,15,4,1,26
1036.013751,0.98919,26,16,4,1,26
948.8708665,1.00434,26,17,4,1,26
749.6282137,1.0056,26,18,4,1,26
725.1897298,0.98861,26,19,4,1,26
575.6998568,0.9687,26,20,4,1,26
551.269198,0.96249,26,21,4,1,26
349.3570957,0.95763,26,22,4,1,26
299.9923364,0.95006,26,23,4,1,26
287.7701387,0.954,27,0,4,1,27
287.7701387,0.94953,27,1,4,1,27
288.1280173,0.94652,27,2,4,1,27
289.5594056,0.94603,27,3,4,1,27
301.4260595,0.947,27,4,4,1,27
351.1511119,0.94778,27,5,4,1,27
426.3517272,0.95323,27,6,4,1,27
550.7153205,0.95381,27,7,4,1,27
1098.539264,0.95371,27,8,4,1,27
1044.694006,0.95575,27,9,4,1,27
961.4445573,0.96499,27,10,4,1,27
961.3187583,0.96528,27,11,4,1,27
911.5010837,0.96149,27,12,4,1,27
961.2705896,0.95945,27,13,4,1,27
961.2291486,0.95955,27,14,4,1,27
961.219665,0.96071,27,15,4,1,27
1027.19592,0.97355,27,16,4,1,27
948.5315084,0.98152,27,17,4,1,27
749.2230128,0.9822,27,18,4,1,27
724.7875166,0.98103,27,19,4,1,27
575.3129295,0.97471,27,20,4,1,27
550.8746718,0.96684,27,21,4,1,27
349.3570957,0.96392,27,22,4,1,27
299.9923365,0.95449,27,23,4,1,27
237.9294116,0.94953,28,0,5,1,28
237.9294115,0.94457,28,1,5,1,28
237.9294116,0.94273,28,2,5,1,28
237.9294115,0.94341,28,3,5,1,28
250.1516095,0.94905,28,4,5,1,28
274.5976064,0.97432,28,5,5,1,28
426.1379317,0.98959,28,6,5,1,28
450.8476146,1.05619,28,7,5,1,28
699.9027532,1.08428,28,8,5,1,28
646.2305133,1.05531,28,9,5,1,28
563.2406573,1.02109,28,10,5,1,28
563.2532967,1.01059,28,11,5,1,28
563.153047,1.00699,28,12,5,1,28
563.1297402,1.0067,28,13,5,1,28
314.1453434,1.01127,28,14,5,1,28
314.2173501,1.01739,28,15,5,1,28
380.2233402,1.03363,28,16,5,1,28
376.4180986,1.05025,28,17,5,1,28
347.9302594,1.03334,28,18,5,1,28
323.4858638,1.00223,28,19,5,1,28
